年,月,日,時,気温(℃),風速(m/s),風速(m/s),降水量(mm),降水量(mm)
2019,1,12,11,4.0,1.7,北,0.0,0
2019,1,12,12,4.1,2.2,北西,0.0,0
2019,1,12,13,4.7,1.2,北北東,0,1
2019,1,12,14,5.5,1.4,北北西,0,1
2019,1,12,15,6.0,2.6,北北東,0,1
2019,1,12,16,5.6,2.0,北北西,0,1
2019,1,12,17,5.6,1.3,北北西,0,1
2019,1,12,18,5.6,1.8,北東,0.0,0
2019,1,12,19,4.8,1.7,北西,0.0,0
2019,1,12,20,4.8,2.4,西北西,0.0,0
2019,1,12,21,4.7,2.5,西北西,0.0,0
2019,1,12,22,4.2,2.1,西北西,0.0,0
2019,1,12,23,5.0,1.4,北北西,0.0,0
2019,1,12,24,5.0,1.4,北西,0.0,0
2019,1,13,1,5.1,1.3,北北西,0.0,0
2019,1,13,2,5.0,1.9,北北西,0.0,0
2019,1,13,3,4.7,2.2,北西,0.0,0
2019,1,13,4,4.7,2.4,北西,0.0,0
2019,1,13,5,4.9,1.5,北,0.0,0
2019,1,13,6,4.6,1.8,北北東,0.0,0
2019,1,13,7,4.4,2.5,北西,0,1
2019,1,13,8,4.7,2.4,北北西,0,1
2019,1,13,9,5.1,2.8,北北西,0,1
2019,1,13,10,5.7,1.9,北北西,0,1
2019,1,13,11,8.7,2.5,北,0,1
2019,1,13,12,9.3,2.4,北北東,0,1
2019,1,13,13,9.8,3.3,北北東,0,1
2019,1,13,14,9.3,2.2,北北東,0,1
2019,1,13,15,9.4,3.2,北北東,0,1
2019,1,13,16,9.0,4.2,北東,0,1
2019,1,13,17,7.0,2.1,北東,0,1
2019,1,13,18,6.8,2.1,東北東,0,1
2019,1,13,19,5.9,1.4,東,0,1
2019,1,13,20,4.5,1.6,北東,0,1
2019,1,13,21,5.5,3.0,東北東,0,1
2019,1,13,22,5.5,2.9,北北東,0,1
2019,1,13,23,4.9,2.8,北北東,0,1
2019,1,13,24,4.2,2.5,北北東,0,1
2019,1,14,1,4.2,1.8,北,0,1
2019,1,14,2,4.2,2.7,北東,0,1
2019,1,14,3,4.3,2.3,北北東,0,1
2019,1,14,4,4.7,2.4,北北東,0,1
2019,1,14,5,2.4,1.1,北北西,0,1
2019,1,14,6,2.2,1.7,北北西,0,1
2019,1,14,7,2.0,1.6,北,0,1
2019,1,14,8,2.6,2.3,北,0,1
2019,1,14,9,4.5,2.8,北北西,0,1
2019,1,14,10,6.4,1.6,北北西,0,1
2019,1,14,11,7.4,1.5,北北東,0,1
2019,1,14,12,8.0,2.5,北,0,1
2019,1,14,13,9.3,2.6,北東,0,1
2019,1,14,14,9.4,2.2,北東,0,1
2019,1,14,15,8.9,1.1,北東,0,1
2019,1,14,16,8.1,2.2,北北東,0,1
2019,1,14,17,8.0,2.5,北北東,0,1
2019,1,14,18,6.2,1.6,北,0,1
2019,1,14,19,6.8,2.6,東北東,0,1
2019,1,14,20,5.8,1.6,東南東,0,1
2019,1,14,21,5.1,1.2,東北東,0,1
2019,1,14,22,5.4,1.8,東南東,0,1
2019,1,14,23,4.2,1.5,北北東,0,1
2019,1,14,24,4.2,1.9,北東,0,1
2019,1,15,1,4.3,2.0,東北東,0,1
2019,1,15,2,4.2,1.2,北,0,1
2019,1,15,3,2.4,1.2,西北西,0,1
2019,1,15,4,1.4,1.8,西北西,0,1
2019,1,15,5,1.0,1.6,西北西,0,1
2019,1,15,6,1.0,1.9,北西,0,1
2019,1,15,7,1.7,2.2,北西,0,1
2019,1,15,8,2.5,0.9,北北東,0,1
2019,1,15,9,3.6,1.7,北西,0,1
2019,1,15,10,5.1,1.8,北西,0,1
2019,1,15,11,5.8,2.0,北西,0,1
2019,1,15,12,5.6,2.1,西,0,1
2019,1,15,13,7.8,0.7,南,0,1
2019,1,15,14,7.4,1.7,南西,0.0,0
2019,1,15,15,6.7,2.4,東,0.5,0
2019,1,15,16,7.0,3.3,南東,0,1
2019,1,15,17,6.4,1.7,南南東,0,1
2019,1,15,18,6.1,1.0,南南東,0,1
2019,1,15,19,5.8,0.6,北北西,0,1
2019,1,15,20,8.8,3.7,南南西,0,1
2019,1,15,21,9.8,7.2,南南西,0,1
2019,1,15,22,9.3,3.3,南,0,1
2019,1,15,23,9.8,4.1,南南東,0,1
2019,1,15,24,9.8,1.6,南西,0,1
2019,1,16,1,5.1,2.5,北北西,0,1
2019,1,16,2,4.1,2.3,北北西,0,1
2019,1,16,3,3.6,1.3,北北西,0,1
2019,1,16,4,3.4,1.9,北,0,1
2019,1,16,5,2.7,1.6,北北西,0,1
2019,1,16,6,2.1,1.4,北北西,0,1
2019,1,16,7,3.0,2.4,西北西,0,1
2019,1,16,8,4.3,2.6,北北西,0,1
2019,1,16,9,7.8,2.0,北,0,1
2019,1,16,10,9.2,2.7,北,0,1
2019,1,16,11,10.6,3.4,北北西,0,1
2019,1,16,12,10.7,3.4,北北西,0,1
2019,1,16,13,10.8,4.1,北北西,0,1
2019,1,16,14,10.7,4.3,北北西,0,1
2019,1,16,15,9.7,3.8,北西,0,1
2019,1,16,16,9.3,3.9,北西,0,1
2019,1,16,17,8.4,2.3,北,0,1
2019,1,16,18,7.8,2.8,北北西,0,1
2019,1,16,19,7.3,4.2,北北西,0,1
2019,1,16,20,6.8,4.0,北西,0,1
2019,1,16,21,6.1,1.8,北北西,0,1
2019,1,16,22,5.4,2.9,北西,0,1
2019,1,16,23,5.3,2.4,北北西,0,1
2019,1,16,24,4.9,4.5,北西,0,1
2019,1,17,1,4.6,3.0,北北西,0,1
2019,1,17,2,4.4,2.6,北北西,0,1
2019,1,17,3,4.3,2.9,北北西,0,1
2019,1,17,4,4.2,2.2,北北西,0,1
2019,1,17,5,3.2,1.9,北北西,0,1
2019,1,17,6,2.8,1.7,北北西,0,1
2019,1,17,7,2.2,1.4,北,0,1
2019,1,17,8,2.8,1.0,西北西,0,1
2019,1,17,9,6.1,1.3,西,0,1
2019,1,17,10,7.8,1.0,西,0,1
2019,1,17,11,9.7,2.4,南南西,0,1
2019,1,17,12,10.8,2.7,南南東,0,1
2019,1,17,13,10.8,2.7,南東,0,1
2019,1,17,14,10.7,3.0,南南東,0,1
2019,1,17,15,10.3,3.7,南南東,0,1
2019,1,17,16,10.1,3.7,南南西,0,1
2019,1,17,17,8.9,3.8,南,0,1
2019,1,17,18,7.5,2.7,南南西,0,1
2019,1,17,19,6.9,2.2,南西,0,1
2019,1,17,20,6.0,1.0,西北西,0,1
2019,1,17,21,5.8,1.5,北西,0,1
2019,1,17,22,6.3,1.6,北,0,1
2019,1,17,23,6.1,2.0,北北西,0,1
2019,1,17,24,5.9,1.9,北北西,0,1
2019,1,18,1,6.1,3.8,北北西,0,1
2019,1,18,2,5.4,3.2,北北西,0,1
2019,1,18,3,4.7,4.1,北北西,0,1
2019,1,18,4,4.0,4.8,北北西,0,1
2019,1,18,5,3.4,4.7,北北西,0,1
2019,1,18,6,3.6,5.8,北西,0,1
2019,1,18,7,2.9,4.3,北,0,1
2019,1,18,8,3.4,3.5,北,0,1
2019,1,18,9,5.1,4.1,北北西,0,1
2019,1,18,10,6.4,6.0,北西,0,1
2019,1,18,11,8.3,5.3,北西,0,1
2019,1,18,12,8.9,5.2,北西,0,1
2019,1,18,13,9.3,6.8,北西,0,1
2019,1,18,14,9.5,3.9,北北西,0,1
2019,1,18,15,8.5,2.9,北北西,0,1
2019,1,18,16,7.8,2.4,北北西,0,1
2019,1,18,17,7.1,2.3,北北西,0,1
2019,1,18,18,6.8,2.7,北北西,0,1
2019,1,18,19,6.4,3.9,北西,0,1
2019,1,18,20,6.1,3.7,北西,0,1
2019,1,18,21,4.2,2.6,西北西,0,1
2019,1,18,22,5.7,2.0,北西,0,1
2019,1,18,23,5.2,4.6,北西,0,1
2019,1,18,24,3.8,2.2,西北西,0,1
2019,1,19,1,4.4,3.0,西北西,0,1
2019,1,19,2,4.5,4.2,西北西,0,1
2019,1,19,3,4.9,4.9,北西,0,1
2019,1,19,4,4.3,3.1,西北西,0,1
2019,1,19,5,2.3,1.8,西,0,1
2019,1,19,6,2.2,2.1,北西,0,1
2019,1,19,7,2.4,1.5,西北西,0,1
2019,1,19,8,5.3,2.5,北北西,0,1
2019,1,19,9,6.7,3.0,北,0,1
2019,1,19,10,8.3,3.5,北北西,0,1
2019,1,19,11,10.5,4.2,北北西,0,1
2019,1,19,12,10.5,4.3,北西,0,1
2019,1,19,13,10.6,2.4,西北西,0,1
2019,1,19,14,10.4,0.8,西,0,1
2019,1,19,15,10.3,0.7,南,0,1
2019,1,19,16,9.5,2.6,南,0,1
2019,1,19,17,7.3,2.1,南,0,1
2019,1,19,18,6.5,2.0,南,0,1
2019,1,19,19,5.9,0.4,南,0,1
2019,1,19,20,6.8,2.1,北西,0,1
2019,1,19,21,7.0,2.0,北西,0,1
2019,1,19,22,6.4,2.4,北西,0,1
2019,1,19,23,5.4,1.9,北西,0,1
2019,1,19,24,5.0,1.6,北西,0,1
2019,1,20,1,3.9,1.6,北北西,0,1
2019,1,20,2,4.4,2.1,北北西,0,1
2019,1,20,3,3.2,1.8,北北西,0,1
2019,1,20,4,3.0,2.0,北西,0,1
2019,1,20,5,2.1,1.3,西北西,0,1
2019,1,20,6,3.0,1.6,北西,0,1
2019,1,20,7,2.6,1.8,北西,0,1
2019,1,20,8,3.7,0.8,西,0,1
2019,1,20,9,5.0,2.0,北北西,0,1
2019,1,20,10,6.4,1.1,北西,0,1
2019,1,20,11,9.5,1.8,南西,0,1
2019,1,20,12,9.9,1.5,西北西,0,1
2019,1,20,13,11.1,2.3,北西,0,1
2019,1,20,14,11.3,2.0,北西,0,1
2019,1,20,15,11.5,1.2,北西,0,1
2019,1,20,16,11.4,2.0,西北西,0,1
2019,1,20,17,9.2,2.1,北西,0,1
2019,1,20,18,9.5,1.8,北北西,0,1
2019,1,20,19,9.7,3.5,北西,0,1
2019,1,20,20,8.7,4.4,北西,0,1
2019,1,20,21,8.4,5.0,北西,0,1
2019,1,20,22,8.8,4.9,北西,0,1
2019,1,20,23,7.9,7.4,北西,0,1
2019,1,20,24,6.5,5.2,北西,0,1
2019,1,21,1,5.6,4.7,北北西,0,1
2019,1,21,2,5.1,4.8,北北西,0,1
2019,1,21,3,5.0,5.7,北西,0,1
2019,1,21,4,4.4,5.7,北西,0,1
2019,1,21,5,3.6,4.4,北西,0,1
2019,1,21,6,3.6,4.9,北北西,0,1
2019,1,21,7,3.1,3.0,北北西,0,1
2019,1,21,8,3.8,3.6,北北西,0,1
2019,1,21,9,6.0,3.3,北北西,0,1
2019,1,21,10,7.4,4.5,北西,0,1
2019,1,21,11,8.6,4.8,北西,0,1
2019,1,21,12,9.1,4.2,北西,0,1
2019,1,21,13,9.7,3.6,北北西,0,1
2019,1,21,14,9.7,2.3,北,0,1
2019,1,21,15,8.6,1.8,北,0,1
2019,1,21,16,8.2,0.9,南南東,0,1
2019,1,21,17,7.4,2.6,東北東,0,1
2019,1,21,18,6.1,1.5,北,0,1
2019,1,21,19,5.9,1.4,北,0,1
2019,1,21,20,5.7,3.0,北西,0,1
2019,1,21,21,3.5,1.0,西北西,0,1
2019,1,21,22,3.5,2.6,北西,0,1
2019,1,21,23,3.1,1.9,北西,0,1
2019,1,21,24,3.1,1.7,北北西,0,1
2019,1,22,1,2.8,1.6,北西,0,1
2019,1,22,2,2.8,1.4,北西,0,1
2019,1,22,3,1.8,1.6,北西,0,1
2019,1,22,4,1.3,2.4,西北西,0,1
2019,1,22,5,0.8,0.9,北北西,0,1
2019,1,22,6,0.3,1.1,北北西,0,1
2019,1,22,7,0.6,1.8,北西,0,1
2019,1,22,8,2.0,2.8,北,0,1
2019,1,22,9,3.9,3.4,北北西,0,1
2019,1,22,10,6.2,1.9,北北西,0,1
2019,1,22,11,8.2,3.2,北北西,0,1
2019,1,22,12,10.1,3.8,北北西,0,1
2019,1,22,13,10.4,3.0,北,0,1
2019,1,22,14,10.0,3.5,北北西,0,1
2019,1,22,15,9.5,3.0,北北西,0,1
2019,1,22,16,8.8,4.0,北北西,0,1
2019,1,22,17,7.8,3.0,北西,0,1
2019,1,22,18,6.7,2.2,北西,0,1
2019,1,22,19,6.0,4.8,北西,0,1
2019,1,22,20,5.0,2.5,北北西,0,1
2019,1,22,21,4.8,3.1,北北西,0,1
2019,1,22,22,4.3,2.5,北北西,0,1
2019,1,22,23,4.0,2.2,北北東,0,1
2019,1,22,24,2.9,1.6,北北東,0,1
2019,1,23,1,3.7,2.0,北北東,0,1
2019,1,23,2,3.7,2.1,北北東,0,1
2019,1,23,3,3.8,1.5,北,0,1
2019,1,23,4,2.6,1.0,北,0,1
2019,1,23,5,2.9,2.8,北北西,0,1
2019,1,23,6,2.4,2.0,北北西,0,1
2019,1,23,7,1.8,1.5,北北西,0,1
2019,1,23,8,2.9,2.7,北,0,1
2019,1,23,9,4.9,1.7,北西,0,1
2019,1,23,10,6.2,1.3,北西,0,1
2019,1,23,11,8.9,0.7,北西,0,1
2019,1,23,12,10.0,3.2,南,0,1
2019,1,23,13,9.8,2.8,南南東,0,1
2019,1,23,14,11.0,3.9,南南西,0,1
2019,1,23,15,10.6,4.5,南,0,1
2019,1,23,16,10.2,2.0,南,0,1
2019,1,23,17,9.2,1.6,南南西,0,1
2019,1,23,18,8.0,1.6,南,0,1
2019,1,23,19,8.7,3.5,南南西,0,1
2019,1,23,20,8.2,2.4,南南西,0,1
2019,1,23,21,7.6,3.4,南西,0,1
2019,1,23,22,8.0,4.4,南西,0,1
2019,1,23,23,8.3,2.4,南南西,0,1
2019,1,23,24,6.6,3.3,北西,0,1
2019,1,24,1,5.5,2.9,北西,0,1
2019,1,24,2,6.1,3.9,北北西,0,1
2019,1,24,3,5.5,2.9,北北西,0,1
2019,1,24,4,5.5,3.8,北北西,0,1
2019,1,24,5,5.0,3.6,北北西,0,1
2019,1,24,6,4.3,4.0,北北西,0,1
2019,1,24,7,4.3,5.6,北西,0,1
2019,1,24,8,4.8,5.0,北北西,0,1
2019,1,24,9,6.1,4.8,北西,0,1
2019,1,24,10,7.7,5.1,北北西,0,1
2019,1,24,11,8.5,5.3,北西,0,1
2019,1,24,12,9.1,5.4,北西,0,1
2019,1,24,13,9.7,5.3,北西,0,1
2019,1,24,14,9.6,6.1,北西,0,1
2019,1,24,15,8.8,5.3,北北西,0,1
2019,1,24,16,7.6,5.8,北北西,0,1
2019,1,24,17,6.8,4.4,北北西,0,1
2019,1,24,18,5.6,3.7,北北西,0,1
2019,1,24,19,5.3,5.3,北北西,0,1
2019,1,24,20,5.1,5.0,北西,0,1
2019,1,24,21,5.0,3.5,北北西,0,1
2019,1,24,22,4.5,2.8,北北西,0,1
2019,1,24,23,4.8,3.4,北西,0,1
2019,1,24,24,3.8,2.7,北,0,1
2019,1,25,1,4.4,4.8,北北西,0,1
2019,1,25,2,4.4,4.8,北西,0,1
2019,1,25,3,3.5,3.5,北西,0,1
2019,1,25,4,4.1,3.0,北北西,0,1
2019,1,25,5,4.0,3.5,北西,0,1
2019,1,25,6,3.5,2.7,北,0,1
2019,1,25,7,3.5,2.1,北北西,0,1
2019,1,25,8,4.1,3.6,北北西,0,1
2019,1,25,9,6.2,3.9,北北西,0,1
2019,1,25,10,7.4,4.5,北北西,0,1
2019,1,25,11,8.1,3.6,北北西,0,1
2019,1,25,12,8.7,3.9,北北西,0,1
2019,1,25,13,8.9,3.1,北北西,0,1
2019,1,25,14,8.8,2.1,北北東,0,1
2019,1,25,15,8.5,2.0,西北西,0,1
2019,1,25,16,7.2,0.7,南南西,0,1
2019,1,25,17,6.1,1.7,南,0,1
2019,1,25,18,6.4,2.1,南南東,0,1
2019,1,25,19,6.5,2.9,南,0,1
2019,1,25,20,5.4,2.3,南南西,0,1
2019,1,25,21,4.4,2.0,南南東,0,1
2019,1,25,22,5.7,2.4,南東,0,1
2019,1,25,23,7.0,2.5,南東,0,1
2019,1,25,24,6.8,3.0,南東,0,1
2019,1,26,1,5.5,3.4,南東,0,1
2019,1,26,2,4.1,2.1,南南西,0,1
2019,1,26,3,3.7,2.1,北北西,0,1
2019,1,26,4,2.3,3.5,北西,0,1
2019,1,26,5,2.0,2.7,北西,0,1
2019,1,26,6,3.0,2.9,北,0,1
2019,1,26,7,2.9,3.5,北北西,0,1
2019,1,26,8,3.7,3.0,北北西,0,1
2019,1,26,9,5.4,4.6,北北西,0,1
2019,1,26,10,6.2,4.6,北北西,0,1
2019,1,26,11,7.1,3.6,北,0,1
2019,1,26,12,9.0,3.2,北北東,0,1
2019,1,26,13,8.6,4.3,北西,0,1
2019,1,26,14,8.4,3.6,北西,0,1
2019,1,26,15,7.4,6.5,北西,0,1
2019,1,26,16,6.2,6.8,北西,0,1
2019,1,26,17,5.0,9.2,北西,0,1
2019,1,26,18,3.6,4.8,北北西,0,1
2019,1,26,19,3.0,4.0,北,0,1
2019,1,26,20,2.7,3.8,北北西,0,1
2019,1,26,21,2.6,5.0,北西,0,1
2019,1,26,22,2.0,7.1,北西,0,1
2019,1,26,23,2.5,6.0,北西,0,1
2019,1,26,24,2.0,4.7,北北西,0,1
2019,1,27,1,1.8,3.7,北西,0,1
2019,1,27,2,1.8,3.5,北西,0,1
2019,1,27,3,2.1,5.7,北西,0,1
2019,1,27,4,2.2,3.4,北北西,0,1
2019,1,27,5,2.1,4.8,北西,0,1
2019,1,27,6,1.8,5.7,北西,0,1
2019,1,27,7,1.8,4.0,北西,0,1
2019,1,27,8,2.9,3.0,北西,0,1
2019,1,27,9,4.7,3.8,北西,0,1
2019,1,27,10,6.0,4.9,北西,0,1
2019,1,27,11,7.7,6.8,北西,0,1
2019,1,27,12,8.1,4.2,北西,0,1
2019,1,27,13,9.2,6.3,北西,0,1
2019,1,27,14,8.9,5.6,北北西,0,1
2019,1,27,15,8.4,5.0,北西,0,1
2019,1,27,16,7.6,4.5,北西,0,1
2019,1,27,17,6.6,4.9,北西,0,1
2019,1,27,18,5.7,4.3,北西,0,1
2019,1,27,19,5.5,4.6,北北西,0,1
2019,1,27,20,4.5,4.0,西北西,0,1
2019,1,27,21,3.6,3.3,北西,0,1
2019,1,27,22,3.5,4.0,北西,0,1
2019,1,27,23,3.0,1.8,西,0,1
2019,1,27,24,1.7,0.7,北北東,0,1
2019,1,28,1,1.3,2.0,西北西,0,1
2019,1,28,2,0.8,1.2,西北西,0,1
2019,1,28,3,1.0,0.5,西北西,0,1
2019,1,28,4,1.7,0.5,北西,0,1
2019,1,28,5,2.4,0.9,北北東,0,1
2019,1,28,6,2.2,1.7,北北東,0,1
2019,1,28,7,1.2,0.8,東,0,1
2019,1,28,8,2.5,0.9,北東,0,1
2019,1,28,9,4.2,1.2,北,0,1
2019,1,28,10,5.1,0.9,南,0,1
2019,1,28,11,6.7,0.9,東,0,1
2019,1,28,12,8.1,1.9,北北東,0,1
2019,1,28,13,12.1,6.8,南南西,0,1
2019,1,28,14,12.8,6.6,南,0,1
2019,1,28,15,13.0,5.5,南南西,0,1
2019,1,28,16,12.7,4.8,南西,0,1
2019,1,28,17,11.3,4.0,南西,0,1
2019,1,28,18,10.3,4.2,南西,0,1
2019,1,28,19,8.9,3.5,南南西,0,1
2019,1,28,20,8.6,4.3,南西,0,1
2019,1,28,21,8.6,3.0,南南西,0,1
2019,1,28,22,7.4,2.6,西南西,0,1
2019,1,28,23,7.0,1.8,北北西,0,1
2019,1,28,24,6.5,3.2,北西,0,1
2019,1,29,1,6.3,3.2,北西,0,1
2019,1,29,2,5.8,2.8,北西,0,1
2019,1,29,3,5.2,4.4,北西,0,1
2019,1,29,4,4.5,4.8,北北西,0,1
2019,1,29,5,4.3,5.9,北北西,0,1
2019,1,29,6,3.5,3.4,北北西,0,1
2019,1,29,7,3.4,5.4,北西,0,1
2019,1,29,8,3.6,5.8,北西,0,1
2019,1,29,9,5.6,6.2,北西,0,1
2019,1,29,10,7.4,5.6,北西,0,1
2019,1,29,11,8.7,6.2,北西,0,1
2019,1,29,12,9.0,8.6,北西,0,1
2019,1,29,13,9.3,9.6,北西,0,1
2019,1,29,14,9.3,4.9,北北西,0,1
2019,1,29,15,8.6,7.5,北西,0,1
2019,1,29,16,8.1,8.4,北西,0,1
2019,1,29,17,7.1,7.4,北西,0,1
2019,1,29,18,5.9,6.5,北西,0,1
2019,1,29,19,5.3,2.3,北西,0,1
2019,1,29,20,5.5,4.4,北北西,0,1
2019,1,29,21,5.0,4.4,北北西,0,1
2019,1,29,22,4.9,2.1,北,0,1
2019,1,29,23,4.4,2.7,北北西,0,1
2019,1,29,24,4.4,2.3,北北西,0,1
2019,1,30,1,3.4,2.1,北北西,0,1
2019,1,30,2,2.7,1.9,北北東,0,1
2019,1,30,3,2.6,1.7,北北西,0,1
2019,1,30,4,1.5,1.8,北西,0,1
2019,1,30,5,2.1,2.9,北西,0,1
2019,1,30,6,1.2,2.6,北西,0,1
2019,1,30,7,0.5,2.7,西北西,0,1
2019,1,30,8,1.6,0.9,北北西,0,1
2019,1,30,9,4.0,1.9,北,0,1
2019,1,30,10,5.8,1.6,東北東,0,1
2019,1,30,11,6.5,1.0,北北西,0,1
2019,1,30,12,7.3,0.6,南東,0,1
2019,1,30,13,9.4,2.0,南東,0,1
2019,1,30,14,9.6,1.9,東南東,0,1
2019,1,30,15,9.4,2.7,南南東,0,1
2019,1,30,16,8.9,2.6,南南東,0,1
2019,1,30,17,8.2,2.8,南南東,0,1
2019,1,30,18,6.5,1.9,南,0,1
2019,1,30,19,6.1,1.3,南,0,1
2019,1,30,20,5.9,0.4,西,0,1
2019,1,30,21,5.9,1.0,北北西,0,1
2019,1,30,22,5.5,2.0,北西,0,1
2019,1,30,23,5.5,3.3,西北西,0,1
2019,1,30,24,4.3,3.0,西北西,0,1
2019,1,31,1,3.8,1.8,北北西,0,1
2019,1,31,2,2.8,0.9,北北西,0,1
2019,1,31,3,2.9,2.0,西北西,0,1
2019,1,31,4,2.6,2.0,北西,0,1
2019,1,31,5,2.6,1.1,北,0,1
2019,1,31,6,2.1,0.8,北,0,1
2019,1,31,7,2.1,0.8,西,0,1
2019,1,31,8,3.4,1.1,西,0,1
2019,1,31,9,4.3,1.0,北東,0,1
2019,1,31,10,5.1,0.7,西北西,0.0,0
2019,1,31,11,7.0,1.0,南南東,0,1
2019,1,31,12,8.0,1.3,南南東,0,1
2019,1,31,13,9.4,0.7,南南東,0,1
2019,1,31,14,9.9,0.9,西北西,0,1
2019,1,31,15,10.9,0.8,西北西,0,1
2019,1,31,16,10.0,1.9,北西,0,1
2019,1,31,17,9.6,0.9,北北西,0,1
2019,1,31,18,7.2,2.9,北,0.5,0
2019,1,31,19,5.7,3.2,北北西,2.5,0
2019,1,31,20,4.3,3.9,北北西,3.5,0
2019,1,31,21,3.3,3.8,北西,2.5,0
2019,1,31,22,2.1,3.0,北北西,3.0,0
2019,1,31,23,1.7,1.9,北,2.5,0
2019,1,31,24,1.9,2.3,北,1.0,0
2019,2,1,1,2.8,3.5,北北西,0,1
2019,2,1,2,2.2,4.0,北北西,0,1
2019,2,1,3,3.0,4.5,北西,0,1
2019,2,1,4,2.8,5.0,北西,0,1
2019,2,1,5,2.3,4.5,北北西,0,1
2019,2,1,6,2.2,3.6,北北西,0,1
2019,2,1,7,1.8,3.0,北西,0,1
2019,2,1,8,2.2,3.2,北北西,0,1
2019,2,1,9,3.9,4.6,北西,0,1
2019,2,1,10,5.5,4.5,北西,0,1
2019,2,1,11,6.3,6.6,北西,0,1
2019,2,1,12,7.1,6.9,北北西,0,1
2019,2,1,13,8.1,6.5,北西,0,1
2019,2,1,14,7.3,6.2,北西,0,1
2019,2,1,15,7.0,4.0,北西,0,1
2019,2,1,16,6.1,3.0,北,0,1
2019,2,1,17,4.9,3.6,北,0,1
2019,2,1,18,4.2,2.7,北北西,0,1
2019,2,1,19,3.5,3.7,北北西,0,1
2019,2,1,20,3.1,3.4,北北西,0,1
2019,2,1,21,3.1,3.2,北西,0,1
2019,2,1,22,3.4,3.1,北西,0,1
2019,2,1,23,3.2,2.7,北西,0,1
2019,2,1,24,2.4,2.5,北西,0,1
2019,2,2,1,1.1,2.8,北西,0,1
2019,2,2,2,-0.6,1.0,西,0,1
2019,2,2,3,0.3,1.8,北西,0,1
2019,2,2,4,-0.6,0.9,南西,0,1
2019,2,2,5,-0.1,2.0,西南西,0,1
2019,2,2,6,-0.2,1.5,西,0,1
2019,2,2,7,-0.2,1.2,西南西,0,1
2019,2,2,8,3.6,1.9,南西,0,1
2019,2,2,9,6.7,1.6,南西,0,1
2019,2,2,10,9.2,1.3,南西,0,1
2019,2,2,11,10.6,1.4,北西,0,1
2019,2,2,12,10.5,2.3,西南西,0,1
2019,2,2,13,11.9,3.4,南東,0,1
2019,2,2,14,11.3,3.0,南東,0,1
2019,2,2,15,11.7,3.0,南南東,0,1
2019,2,2,16,11.6,3.3,南南東,0,1
2019,2,2,17,9.9,2.5,南,0,1
2019,2,2,18,8.3,1.5,南,0,1
2019,2,2,19,7.5,1.4,西,0,1
2019,2,2,20,6.6,2.1,西,0,1
2019,2,2,21,6.4,2.3,西北西,0,1
2019,2,2,22,6.4,1.9,西北西,0,1
2019,2,2,23,6.5,2.6,西北西,0,1
2019,2,2,24,5.4,2.0,西北西,0,1
2019,2,3,1,4.3,0.9,西南西,0,1
2019,2,3,2,4.1,1.7,北西,0,1
2019,2,3,3,4.9,1.5,北北西,0,1
2019,2,3,4,4.7,1.9,北北東,0,1
2019,2,3,5,3.9,1.8,北北西,0,1
2019,2,3,6,3.5,2.1,北北西,0,1
2019,2,3,7,3.4,2.5,北北西,0,1
2019,2,3,8,4.3,2.0,北西,0,1
2019,2,3,9,6.7,1.6,北東,0,1
2019,2,3,10,8.9,1.9,北北西,0,1
2019,2,3,11,10.1,0.9,東北東,0,1
2019,2,3,12,12.5,2.2,南南西,0,1
2019,2,3,13,13.2,4.0,南,0,1
2019,2,3,14,12.1,4.1,南南東,0,1
2019,2,3,15,12.1,3.5,南南東,0,1
2019,2,3,16,12.7,2.4,南東,0,1
2019,2,3,17,11.7,2.9,南南西,0,1
2019,2,3,18,9.8,2.0,南,0,1
2019,2,3,19,10.7,1.7,南南西,0,1
2019,2,3,20,10.4,2.3,西南西,0,1
2019,2,3,21,9.3,1.3,西北西,0,1
2019,2,3,22,8.7,0.8,西南西,0,1
2019,2,3,23,9.5,1.2,南,0,1
2019,2,3,24,13.3,4.9,南,0,1
2019,2,4,1,14.3,6.3,南,0,1
2019,2,4,2,14.6,5.3,南南西,0,1
2019,2,4,3,14.1,3.8,南,0.0,0
2019,2,4,4,15.0,4.0,南,0.0,0
2019,2,4,5,15.7,5.8,南南西,0.0,0
2019,2,4,6,16.1,4.5,南南西,0,1
2019,2,4,7,8.5,4.6,北西,0,1
2019,2,4,8,11.1,3.7,北北西,0,1
2019,2,4,9,13.1,2.9,北北西,0,1
2019,2,4,10,15.2,2.7,北北西,0,1
2019,2,4,11,17.8,5.3,北北西,0,1
2019,2,4,12,18.2,4.3,北北西,0,1
2019,2,4,13,18.7,3.3,北北西,0,1
2019,2,4,14,18.3,3.8,北北西,0,1
2019,2,4,15,17.1,4.1,北北西,0,1
2019,2,4,16,15.5,5.2,北北西,0,1
2019,2,4,17,12.8,5.5,北西,0,1
2019,2,4,18,11.2,3.8,北北西,0,1
2019,2,4,19,10.2,4.3,北西,0,1
2019,2,4,20,9.5,3.7,北北西,0,1
2019,2,4,21,8.3,4.2,北北西,0,1
2019,2,4,22,7.5,3.0,北北西,0,1
2019,2,4,23,7.0,5.1,北西,0,1
2019,2,4,24,6.8,5.4,北北西,0,1
2019,2,5,1,6.6,3.3,北北西,0,1
2019,2,5,2,6.4,3.8,北北西,0,1
2019,2,5,3,6.1,3.6,北北西,0,1
2019,2,5,4,6.0,4.2,北北西,0,1
